0.51607,0.68193
0.51829,0.68193
0.51829,0.68193
0.52052,0.68041
0.52052,0.68041
0.52052,0.67889
0.52496,0.67738
0.52718,0.67586
0.52940,0.67434
0.53828,0.66826
0.54050,0.66674
0.54272,0.66522
0.54494,0.66370
0.55605,0.65155
0.55827,0.65003
0.56715,0.64396
0.56715,0.64244
0.56715,0.64244
0.56715,0.64092
0.56715,0.63940
0.56715,0.63788
0.56715,0.63636
0.56715,0.63636
0.56715,0.63029
0.55827,0.62117
0.55827,0.61966
0.54939,0.61358
0.52940,0.59080
0.52496,0.58624
0.51829,0.58168
0.48498,0.55890
0.47388,0.55434
0.46721,0.55130
0.44945,0.54371
0.41836,0.53459
0.41169,0.53308
0.40503,0.53308
0.38726,0.52548
0.38726,0.52548
0.38060,0.52548
0.37394,0.52548
0.37394,0.52396
0.37172,0.52396
0.36950,0.52396
0.36950,0.52396
0.36950,0.52548
0.36950,0.52548
0.36950,0.53004
0.37172,0.53156
0.37616,0.54219
0.38060,0.54675
0.38504,0.55586
0.38948,0.56497
0.40503,0.59991
0.40947,0.60447
0.41836,0.61358
0.43612,0.64852
0.43834,0.65307
0.44278,0.66370
0.46499,0.68801
0.46944,0.69712
0.47388,0.70168
0.47832,0.71231
0.49164,0.72598
0.49831,0.73661
0.50719,0.74269
0.51607,0.75332
0.52052,0.75788
0.52274,0.75940
0.52496,0.76092
0.52496,0.76244
0.52718,0.76244
0.52718,0.76396
0.52718,0.76396
0.52718,0.76396
